sentenceID,sentence,antecedent,consequent,antecedent_startid,antecedent_endid,consequent_startid,consequent_endid
203181,"A more effective premise would have been ""I want a cell phone."" This premise can withstand counterarguments because this premise is based on a desire versus a fact.","A more effective premise would have been ""I want a cell phone.""",This premise can withstand counterarguments because this premise is based on a desire versus a fact,0,62,64,162
203182,"""If PwC had properly executed its duties and evaluated and reported on 's control problems in March 2011, there would have been ample time for management to institute proper controls over customer funds,"" the complaint said.",If PwC had properly executed its duties and evaluated and reported on 's control problems in March 2011,there would have been ample time for management to institute proper controls over customer funds,1,103,106,201
203183,"If the headstomp hadn't been recorded, it's likely that the nation wouldn't know about this other assault on another 23 year old woman by a Republican man.",If the headstomp hadn't been recorded,the nation wouldn't know about this other assault on another 23 year old woman by a Republican man,0,36,56,153
203184,"For example, if I had taken a quick look at the income statement, I would have found that Infinity Medical was grossly overvalued, continuing to rack up debt, and quickly headed for disaster.",if I had taken a quick look at the income statement,"I would have found that Infinity Medical was grossly overvalued, continuing to rack up debt, and quickly headed for disaster",13,63,66,189
203185,"""I think there should have been a trigger warning, and we should have been notified somehow,"" she said of the movie.","there should have been a trigger warning, and we should have been notified somehow",{},9,90,-1,-1
203186,"""If I were in that position, and a majority of people in my state - if my state were Missouri - had voted me in, I would be hard-pressed to say, 'I'm going to get out because of some people pushing that real hard.""","If I were in that position, and a majority of people in my state - if my state were Missouri - had voted me in",{},1,110,-1,-1
203187,Had I tried mindfulness-consciously paying attention to the present moment -it would have taken me out of my habitual want/don't want thinking patterns.,Had I tried mindfulness,it would have taken me out of my habitual want/don't want thinking patterns,0,22,76,150
203188,"But instrumental change, outside of moments of crisis like Pearl Harbor and 9/11--if Al Gore had been president, we would have had an energy and climate change program after 9/11--but it's imperative that we stand together against the attacks coming from the other side.",if Al Gore had been president,we would have had an energy and climate change program after 9/11,82,110,113,177
203189,"Had Obama supported a single-payer system or an otherwise more government-oriented plan, one could imagine reform conservatives endorsing something that looked like Obamacare-which is exactly what Mitt Romney did in Massachusetts.",Had Obama supported a single-payer system or an otherwise more government-oriented plan,one could imagine reform conservatives endorsing something that looked like Obamacare,0,86,89,173
203190,"Were you to see me in my Ford pickup with military decals, my Marines cap - I am a retired Marine - and my beard, you might have assumed that we were canvassing for Donald Trump.","Were you to see me in my Ford pickup with military decals, my Marines cap",you might have assumed that we were canvassing for Donald Trump,0,72,114,176
203191,"For example, if Coca-Cola had converted all of its $10.6 billion in operating cash flow from 2014 into free cash flow -- i.e. if it had cut net capex to zero -- it would have had about $5.3 billion in cash to spend on buybacks after funding its dividend.",if Coca-Cola had converted all of its $10.6 billion in operating cash flow from 2014 into free cash flow,it would have had about $5.3 billion in cash to spend on buybacks after funding its dividend,13,116,161,252
203192,"""The gain is understandable given the massive fallout that could have happened had the New Democracy Party lost,"" said Michael Yoshikami, chief executive officer at Destination Wealth Management in Walnut Creek, California.",had the New Democracy Party lost,The gain is understandable given the massive fallout that could have happened,79,110,1,77
203193,The big (and often misinterpreted) news about Apple Watch's health features is that they were not what they could have been.,The big (and often misinterpreted) news about Apple Watch's health features is that they were not what they could have been,{},0,122,-1,-1
203194,"And you know what? I kind of wish I had added to my Netflix (NASDAQ:NFLX) stake in early February, or perhaps the middle of the summer.","I kind of wish I had added to my Netflix (NASDAQ:NFLX) stake in early February, or perhaps the middle of the summer",{},19,133,-1,-1
203195,"That might not have been available, were it not for the financialisation of housingthe liberalisation of mortgage lending, sometimes funded by foreign capital, in the 1980s and 1990s.",were it not for the financialisation of housingthe liberalisation of mortgage lending,That might not have been available,36,120,0,33
203196,"""The court could not have imagined the technological landscape today if not for it being foreshadowed in movies in their youth,"" he said.",if not for it being foreshadowed in movies in their youth,The court could not have imagined the technological landscape today,69,125,1,67
203197,"For example, if you bought and held the S&P 500 from June 1, 2004 through June 2, 2014, you would have received a 5.4% total return.","if you bought and held the S&P 500 from June 1, 2004 through June 2, 2014",you would have received a 5.4% total return,13,85,88,130
203198,"She shouldn't have cared whether she was noticedby the others or not.If she thought her enviorment was INSANE she shouldhave sought a new home, with other like minded bees.If that arraingment became stale she should have leftagain.",If she thought her enviorment was INSANE,"she shouldhave sought a new home, with other like minded bees.If that arraingment became stale she should have leftagain",69,108,110,229
203199,"""If you took away the legal issues there's one proposal (the RBS consortium) that's clearly offering more value to shareholders and you get cash,"" Packard said, but added a break-up of the bank would be complex and the legal risk was also a potential deal-breaker for the consortium.",If you took away the legal issues,there's one proposal (the RBS consortium) that's clearly offering more value to shareholders and you get cash,1,33,35,143
203200,"EU authorities have commissioned a second ""no creditor worse off"" report to assess whether bondholders would have fared any better if Popular had not been rescued, but it is still yet to be released a year later.",if Popular had not been rescued,whether bondholders would have fared any better,131,161,83,129
203201,"""It is possible that if we had continued with the rotavirus vaccine the benefits would have been more apparent,"" Modlin says.",if we had continued with the rotavirus vaccine,the benefits would have been more apparent,21,66,68,109
203202,"If they had, I doubt he would have done so well.",If they had,he would have done so well,0,10,21,46
203203,"Had he written his classic in the late 1960s, when organizations like the American Heart Association issued a warning to the public about the dangers of cholesterol, Dr. Seuss might have run into controversy.",Had he written his classic in the late 1960s,Dr. Seuss might have run into controversy,0,43,166,206
203204,"This means if the pilot contract had been implemented at the beginning of 2016, Delta's adjusted non-fuel unit costs would have risen less than 4% year over year in Q4.",if the pilot contract had been implemented at the beginning of 2016,Delta's adjusted non-fuel unit costs would have risen less than 4% year over year in Q4,11,77,80,166
203205,"It's not too late to beat the S&P 500 by 400%Had you invested in The Stengel 50 from 2001 to 2011, your returns would have beaten the S&P 500 by 400%.",Had you invested in The Stengel 50 from 2001 to 2011,your returns would have beaten the S&P 500 by 400,45,96,99,147
203206,"Conceivably, if marijuana had been shifted to a Schedule 2 drug, then research into the use of marijuana strains like Charlotte's Web, which is high in CBD, could have potentially set up a battle for market share in epilepsy in the future.",if marijuana had been shifted to a Schedule 2 drug,"then research into the use of marijuana strains like Charlotte's Web, which is high in CBD, could have potentially set up a battle for market share in epilepsy in the future",13,62,65,237
203207,"If the Citibank case goes to trial, Otillar could argue that the contract with Citibank is void, since he wouldn't have taken the loan had the bank disclosed Dewey's financial situation, said Andrew McGaan, a securities and fraud specialist at Kirkland & Ellis who is not involved in the case.",had the bank disclosed Dewey's financial situation,he wouldn't have taken the loan,135,184,103,133
203208,"I think proponents of ""Obamacare"" find it an unfair annoyance that the policy they really wanted would have enjoyed smooth constitutional sailing, while their unloved, compromised backup policy may well become wrecked against constitutional challenges.","proponents of ""Obamacare"" find it an unfair annoyance that the policy they really wanted would have enjoyed smooth constitutional sailing",{},8,144,-1,-1
203209,"As Mr. Rhodes put it, ""One of the great what-ifs of history for me and a lot of people is if not for the Beau Biden tragedy, what would have happened?"".","if not for the Beau Biden tragedy, what would have happened",{},90,148,-1,-1
203210,"If Ronald Reagan's presidential photographer had ever gotten a shot like this, it would be hanging on every Republican's living room wall as a totally-real example of his divine awesomeness.",If Ronald Reagan's presidential photographer had ever gotten a shot like this,it would be hanging on every Republican's living room wall as a totally-real example of his divine awesomeness,0,76,79,188
203211,"Chris Rupkey, an economist with Bank of Tokyo-Mitsubishi, called the rise in discouraged workers ""a simply astonishing number that borders on the frightening"". ""If they were still looking for work and counted as the unemployed, the unemployment rate would have been 10.5 percent,"" he said.","Chris Rupkey, an economist with Bank of Tokyo-Mitsubishi, called the rise in discouraged workers ""a simply astonishing number that borders on the frightening""","""If they were still looking for work and counted as the unemployed, the unemployment rate would have been 10.5 percent,"" he said",0,157,160,287
203212,"So when Mr. Francisco told the justices that there was ""no evidence in this record"" that Secretary Ross would have added the citizenship question ""had the Department of Justice not requested it,"" he was at that moment the luckiest person in the courtroom: The red light on the lectern came on, indicating the end of his argument time.",had the Department of Justice not requested it,"there was ""no evidence in this record"" that Secretary Ross would have added the citizenship question",147,192,45,144
203213,"If Overstock.com (NASDAQ:OSTK) CEO Patrick Byrne's personal crusade against the illegal practice has any merit, then his company, Novastar, Netflix (NASDAQ:NFLX), True Religion (NASDAQ:TRLG), and NetEase (NASDAQ:NTES) -- among many others -- may have had their stock prices artificially depressed, some of them for years.",If Overstock.com (NASDAQ:OSTK) CEO Patrick Byrne's personal crusade against the illegal practice has any merit,"then his company, Novastar, Netflix (NASDAQ:NFLX), True Religion (NASDAQ:TRLG), and NetEase (NASDAQ:NTES) -- among many others -- may have had their stock prices artificially depressed, some of them for years",0,109,112,319
203214,"Chang's research included lower order forecasts for Apple's iPhones in the first quarter of 2013, which would have had a detrimental effect on Apple, the regulator said.","Chang's research included lower order forecasts for Apple's iPhones in the first quarter of 2013, which would have had a detrimental effect on Apple",{},0,147,-1,-1
203215,But if the press delayed or refused then I would certainly get it to Wikileaks or just put it directly on the net.,But if the press delayed or refused,then I would certainly get it to Wikileaks or just put it directly on the net,0,34,36,112
203216,It looked like that one might also have kept them here into the weekend if it hadn't been for a deal yielding back all post-cloture time.,if it hadn't been for a deal yielding back all post-cloture time,that one might also have kept them here into the weekend,72,135,15,70
203217,"You will never know, just as Sue will never know how things would have turned out for me had she acted differently.",had she acted differently,how things would have turned out for me,89,113,49,87
203218,"""I don't even know if I would have written a movie like Juno if I had known that the world was going to spiral into this hellish alternate reality that we now seem to be stuck in,"" the Oscar winner said.",if I had known that the world was going to spiral into this hellish alternate reality that we now seem to be stuck in,I don't even know if I would have written a movie like Juno,61,177,1,59
203219,The parents said their 11-month-old son might have been able to live normally if he had received experimental U.S.,if he had received experimental U.S,their 11-month-old son might have been able to live normally,78,112,17,76
203220,"Kline: If I was Amazon and Walmart, I would have been walking around these start-up areas in Shoptalk -- and there were a couple of them -- with a checkbook and trying to take players out of the game, and have some of this technology, put it into my incubation system, and see what lives and what doesn't.",If I was Amazon and Walmart,I would have been walking around these start-up areas in Shoptalk,7,33,36,100
203221,"Bad things can happen to good people, mothers including mothers, however the fact is that this mother wasn't paying attention to her child because this child was able to get past a security barrier that if she had been doing her job as a mother the child wouldn't have been able to get into that enclosure.",if she had been doing her job as a mother,the child wouldn't have been able to get into that enclosure,203,243,245,304
203222,"""No one would have thought this would have occurred.""",No one would have thought this would have occurred,{},1,50,-1,-1
203223,"In seeking federal permission to introduce work requirements, Kentucky had estimated that 95,000 fewer residents would have been enrolled in Medicaid within five years, although its lawyers said many of those people would have found jobs that offered insurance.",many of those people would have found jobs that offered insurance,{},195,259,-1,-1
203224,"Euro-area GDP is roughly 1.4trn ($1.7trn)an Italy, give or takebelow the level it would have reached had it grown at 2% per year since 2007.",had it grown at 2% per year since 2007,"Euro-area GDP is roughly 1.4trn ($1.7trn)an Italy, give or takebelow the level it would have reached",101,138,0,99
203225,"First, what else is Apple's CEO going to say? ""We really wish what we have were better, but the competition has made better choices and had more success""? As Apple dipped to $200 per share, Cook would be fired and become the subject of the largest shareholder lawsuit in the history of litigation.",We really wish what we have were better,{},47,85,-1,-1
203226,"Gregg Overman, a union spokesman, said a backlog of retirements are hitting now as pilots take advantage of a contract provision that enables them to leave and lock in a pension value somewhat higher than it would be if they stayed.",if they stayed,it would be,217,230,205,215
203227,"Had you invested $1,000 in each of his 100 Internet names back on April 20, 2000, for a total investment of $100,000, you would have had -- drumroll, please -- $37,814 through October 2006.","Had you invested $1,000 in each of his 100 Internet names back on April 20, 2000, for a total investment of $100,000","you would have had -- drumroll, please -- $37,814 through October 2006",0,115,118,187
203228,Yet even that might be manageable were it not for the fact that the EU and Turkey are set on a collision course in the autumn: over Cyprus.,Yet even that might be manageable,were it not for the fact that the EU and Turkey are set on a collision course in the autumn: over Cyprus,0,32,34,137
203229,"So, if Trayvon Martin and Ronald Westbrook had been gators instead of people (at least in FL) George Zimmerman and Joe Hendrix would have been required by law to stay in the safety of their car / home until the police showed up.",if Trayvon Martin and Ronald Westbrook had been gators instead of people (at least in FL),George Zimmerman and Joe Hendrix would have been required by law to stay in the safety of their car / home until the police showed up,4,92,94,226
203230,It's worth noting that the minimum wage is actually higher now than it would be had it simply tracked inflation from the very beginning.,had it simply tracked inflation from the very beginning,the minimum wage is actually higher now than it would be had,80,134,23,82
203231,"When the psychologist asked what he'd have done if his son had gotten out and seen him, Ridgway denied that he'd have killed the boy, but then hedged: ""No, probably not, I don't know."" He admitted it was possible.",if his son had gotten out and seen him,what he'd have done,48,85,28,46
203232,Bill Young would have retired and Democrats would have flipped taken the seat.,Bill Young would have retired,and Democrats would have flipped taken the seat,0,28,30,76
203233,"If he'd been using a Jawbone, Fitbit, or some other device, I would have seen that he walked 50 steps a day on average, every single day, except the days I visited, when he walked 500.","If he'd been using a Jawbone, Fitbit, or some other device","I would have seen that he walked 50 steps a day on average, every single day, except the days I visited, when he walked 500",0,57,60,182
203234,"But if Block had followed her life's trajectory, she may never have become a doctor.",But if Block had followed her life's trajectory,she may never have become a doctor,0,46,49,82
203235,"These are the people who firmly believe that if only they had been in that fateful theater in Aurora, Colorado, that they would have ended the killing spree singlehandedly because they are badasses.","if only they had been in that fateful theater in Aurora, Colorado",that they would have ended the killing spree singlehandedly because they are badasses,45,109,112,196
203236,"Day Zero, under which residents would have been rationed to 25 litres a day, would have been triggered when overall dam levels fell to 13.5 per cent.","Day Zero, under which residents would have been rationed to 25 litres a day",would have been triggered when overall dam levels fell to 13.5 per cent,0,74,77,147
203237,"Had Obama simply walked away from striking Syria without any tangible gain, he may have emboldened hard-liners in Iran to demand that their government simply hang tough and wait for the U.S.",Had Obama simply walked away from striking Syria without any tangible gain,he may have emboldened hard-liners in Iran to demand that their government simply hang tough and wait for the U.S,0,73,76,188
203238,"""The two rival Senate Republicans and presidential hopefuls would not have made an iota of a difference had they decided to stay on the campaign trail - the legislation sailed through the Senate, 96-0 , on Wednesday evening.""",had they decided to stay on the campaign trail,The two rival Senate Republicans and presidential hopefuls would not have made an iota of a difference,104,149,1,102
203239,"That's particularly true of Rick Gates and Paul Manafort, who could not have done more to cooperate with Russia if they tried.",if they tried,could not have done more to cooperate with Russia,112,124,62,110
203240,"She doubts she would have made it at all without the help of Bridges to Healthcare, a collaborative program between Mayo Clinic and community education partners in Rochester, Minnesota.",without the help of Bridges to Healthcare,she would have made it at all,41,81,11,39
203241,"""If we focus on where hatred comes from and how to make it go away, we wouldn't be talking about retribution only.""",If we focus on where hatred comes from and how to make it go away,we wouldn't be talking about retribution only,1,65,68,112
203242,"It wouldn't have changed their lives, but it would have shown we cared.","It wouldn't have changed their lives, but it would have shown we cared",{},0,69,-1,-1
203243,"If governments keep an eye on net worth, shown on a balance-sheet, as well as on the debt-to-GDP ratio, then politicians would be less likely to sell assets too cheaply.",If governments keep an eye on net worth,politicians would be less likely to sell assets too cheaply,0,38,109,167
203244,"When the Pfizer CEO started his hunt for a partner in late 2013 courting AstraZeneca, it would have been hard to imagine midsized Allergan as the one he would choose to walk down the aisle with.",it would have been hard to imagine midsized Allergan as the one he would choose to walk down the aisle with,{},86,192,-1,-1
203245,"If they had their way, we wouldn't have things like Social Security, Medicare, interstate highways, student aid, civil rights legislation, or Constitutional protections for individual privacy.",If they had their way,"we wouldn't have things like Social Security, Medicare, interstate highways, student aid, civil rights legislation, or Constitutional protections for individual privacy",0,20,23,190
203246,"If Ntihinyuirwa Thade had been conscious, the doctors at Kijabe Mission Hospital would have asked about his medical history, including a list of antibiotics he had taken in recent years.",If Ntihinyuirwa Thade had been conscious,the doctors at Kijabe Mission Hospital would have asked about his medical history,0,39,42,122
203247,"Had they been listened to instead, these consequences could have been avoided, according to Grace's analysis: ""Staying near and present, listening at all levels, and providing containment to the individual's trauma and distress is an important function of anyone working with such groups""",Had they been listened to instead,these consequences could have been avoided,0,32,35,76
203248,I did 4 more years than I should have because everyone around me was convinced that the real world had nothing to offer unless you had connects/luck.,unless you had connects/luck,the real world had nothing to offer,120,147,84,118
203249,How many fund-raisers does he attend every week? How often does he play basketball and golf? I wish I had that kind of time.,I wish I had that kind of time,{},93,122,-1,-1
203250,"That housing starts have fallen off the edge of a cliff, and even if it were implemented today, it would still take two quarters to have a minimal impact.",even if it were implemented today,it would still take two quarters to have a minimal impact,61,93,96,152
203251,"""It would have been nice to see them discuss whether fluoride could have been contributing to the fluorine measurements on the floss,"" she told BuzzFeed News.",to see them discuss whether fluoride could have been contributing to the fluorine measurements on the floss,It would have been nice,25,131,1,23
203252,"If both players were to care only about their own life (good) and death (bad), they should both desist.",If both players were to care only about their own life (good) and death (bad),they should both desist,0,76,79,101
203253,"Imagine, for example, that checking your credit card statement online, and you're angry about something your partner bought - you think it's an extravagant purchase, and wish you'd been consulted.","you think it's an extravagant purchase, and wish you'd been consulted",{},126,194,-1,-1
203254,"But investors loved the announcement because Kodak invoked the magic words ""digital company."" If the board of directors had brought in top-notch outside talent to manage that transformation, I might have bought it.",If the board of directors had brought in top-notch outside talent to manage that transformation,I might have bought it,94,188,191,212
203255,"There was no doubt that had Bill Clinton died or become unable to continue in office, that Al Gore would have been prepared for the job.",had Bill Clinton died or become unable to continue in office,Al Gore would have been prepared for the job,24,83,91,134
203256,The complex deal would have involved the UK company acquiring Schneider's industrial software unit - Schneider Software - but the French company would in turn have taken a majority stake in Aveva.,The complex deal would have involved the UK company acquiring Schneider's industrial software unit - Schneider Software,but the French company would in turn have taken a majority stake in Aveva,0,118,122,194
203257,If the Muslims had used the sword there would not have been a single Arab who would have remained a Christian.More than 80% non-Muslims in India.,If the Muslims had used the sword,there would not have been a single Arab who would have remained a Christian,0,32,34,108
203258,It's apparently a truism in Trump circles that Barack Obama couldn't have won in 2008 or 2012 were it not for dead people in Chicago voting over and over again ...,were it not for dead people in Chicago voting over and over again,Barack Obama couldn't have won in 2008 or 2012,94,158,47,92
203259,"If France were to be financed by its 27 regions or Germany by its 16 Lnder or America by its 50 states, they would be paralysed, says Alain Lamassoure, chairman of the European Parliament's budget committee.",If France were to be financed by its 27 regions or Germany by its 16 Lnder or America by its 50 states,they would be paralysed,0,101,104,126
203260,"The irony, of course, is that Trump's perfect self-crafted world would remain intact today if he hadn't run for president, if President Barack Obama hadn't mocked him at that one (now brilliant) moment in time.","if he hadn't run for president, if President Barack Obama hadn't mocked him at that one (now brilliant) moment in time",Trump's perfect self-crafted world would remain intact today,91,208,30,89
203261,"If it were another department, this man might be put into the back of a police car and driven to jail, so that the patrol officer could get back to work more quickly.",If it were another department,"this man might be put into the back of a police car and driven to jail, so that the patrol officer could get back to work more quickly",0,28,31,164
203262,"If the value of such services had been overstated in America, then the growth of real value added in finance would need to be reduced, but that of non-financial industries would be increased, with no effect on overall GDP growth.",If the value of such services had been overstated in America,"the growth of real value added in finance would need to be reduced, but that of non-financial industries would be increased, with no effect on overall GDP growth",0,59,67,227
203263,"Indeed, the court had said in previous cases that costs need only be weighed if Congress had made a direct statement to that effect.",if Congress had made a direct statement to that effect,costs need only be weighed,77,130,50,75
203264,"""If I had placed a stent in Vice President Cheney, I would have advised him that if the least symptoms return similar to what was remembered before, he should get prompt medical attention.""",If I had placed a stent in Vice President Cheney,"I would have advised him that if the least symptoms return similar to what was remembered before, he should get prompt medical attention",1,48,51,186
203265,"Or, as Goldberg and his buddies as Fox would have said if it were Al Gore and not George W.",if it were Al Gore and not George W,as Goldberg and his buddies as Fox would have said,55,89,4,53
203266,"Gee, if only Republicans had thought about anybody but the one percent while they were legislating, maybe they could have actually run on their tax cut.",if only Republicans had thought about anybody but the one percent while they were legislating,maybe they could have actually run on their tax cut,5,97,100,150
203267,"Even if AK had been shut down and its leading members banned, some 300 of its deputies would have retained their seats as independents, regrouped under a new name and formed a new government alone.",Even if AK had been shut down and its leading members banned,"some 300 of its deputies would have retained their seats as independents, regrouped under a new name and formed a new government alone",0,59,62,195
203268,It'd be great if there were hard and fast rules to losing weight that everyone could follow.,if there were hard and fast rules to losing weight,It'd be great,14,63,0,12
203269,"I believe strongly that everything should have been made accessible yesterday, but I also would choose an abled version of myself over my current self any day - it's easier and more time-efficient to manage.",everything should have been made accessible yesterday,{},24,76,-1,-1
203270,"Still, if we had continued down that other road (pun intended), either the Volt or a plug-in Prius might seem rather pedestrian today (pun also intended, if painful).",if we had continued down that other road,either the Volt or a plug-in Prius might seem rather pedestrian today,7,46,64,132
203271,I believe that she would have set our house on fire if we'd allowed her to visit.,if we'd allowed her to visit,she would have set our house on fire,52,79,15,50
203272,"Had it been just about funding the troops, the House would have passed the clean continuing resolution offered twice in the House yesterday by Democrats.",Had it been just about funding the troops,the House would have passed the clean continuing resolution,0,40,43,101
203273,"If there were 100 investors in the world and they all owned a lot of US stocks, but very little UK equity, it would take significant new information to lift American share prices.","If there were 100 investors in the world and they all owned a lot of US stocks, but very little UK equity",it would take significant new information to lift American share prices,0,104,107,177
203274,"""If it were as high as they say it is,"" she scoffed in September 2012, ""the country would explode."" But truth will out: by the time she left office last year, a 100-peso note-the most valuable-fetched just $10, less than a third of its level when she took office.",If it were as high as they say it is,the country would explode,1,36,72,96
203275,"Now he can follow his own advice: ""If I had been smart I would have said, 'nope, no, I think I'll stay out of the political arena and go into lobbying.'"" Yet despite all his flaws, Rehberg would have been a tough opponent for Baucus, so I'm more than happy to say...",If I had been smart,"I would have said, 'nope, no",35,53,55,82
203276,"Liberal Democrat Susan Kramer, who spent 20 years working as a banker in the United States, believes the type of industry-wide malpractice epitomized by the mis-selling of payment protection insurance (PPI) would not have occurred if there had been real alternatives available to bank customers.",if there had been real alternatives available to bank customers,the type of industry-wide malpractice epitomized by the mis-selling of payment protection insurance (PPI) would not have occurred,231,293,101,229
203277,"However, much like the international segment, its results would have been much worse if it hadn't been for the impact of recent acquisitions, without which revenue would have been down 28% year over year.",if it hadn't been for the impact of recent acquisitions,its results would have been much worse,85,139,46,83
203278,"I mean, these guys convinced us that supposing the government had collected less tax revenue it would somehow end up with more tax revenue.",supposing the government had collected less tax revenue,it would somehow end up with more tax revenue,37,91,93,137
203279,"""If my dad had thrown away a perfectly good presidency by raising taxes, I think I'd learn from that,"" Norquist said on CNBC's ""Squawk Box"" ( http://www.cnbc.com/id/102748179).",If my dad had thrown away a perfectly good presidency by raising taxes,I think I'd learn from that,1,70,73,99
203280,"""I'm not exactly sure what he would have done if he saw him,"" she said.",if he saw him,I'm not exactly sure what he would have done,46,58,1,44
203281,If Obama needed so much human sacrafice he should have STAYED IN KENYA and ran for big bone in nose mud hut cheif.,If Obama needed so much human sacrafice,he should have STAYED IN KENYA,0,38,40,69
203282,"EVEN if Donald Trump had not become president, Senator Jeff Flake of Arizona would probably still be facing a challenge in the Republican Senate primary in 2018.",if Donald Trump had not become president,Senator Jeff Flake of Arizona would probably still be facing a challenge in the Republican Senate primary in 2018,5,44,47,159
203283,Often times people who are stuck blame the past-If my parents had treated me better I wouldn't be so depressed.,If my parents had treated me better,I wouldn't be so depressed,48,82,84,109
203284,"In this world, her uncle might have lived, and so might countless others.",her uncle might have lived,{},15,40,-1,-1
203285,"He wouldn't have ascended to the ranks of hotshot investors, and successfully launched TheStreet.com (Nasdaq: TSCM), if he weren't.",if he weren't,"He wouldn't have ascended to the ranks of hotshot investors, and successfully launched TheStreet.com",117,129,0,99
203286,"""""Should you have found one drug that effectively got your blood pressure down to your goal, then that one drug should be all that you need,"" he says.""",Should you have found one drug that effectively got your blood pressure down to your goal,that one drug should be all that you need,2,90,98,138
203287,He said that he would have been able to raise $10 million in his first three months as a candidate as if it were a small sum of money.,he would have been able to raise $10 million in his first three months as a candidate,{},13,97,-1,-1
203288,"""I would not have been able to develop the algorithm behind Natural Cycles if I hadn't spent so many years at CERN looking for the Higgs particle, etc, because that's really big data at CERN.""","if I hadn't spent so many years at CERN looking for the Higgs particle, etc, because that's really big data at CERN",I would not have been able to develop the algorithm behind Natural Cycles,75,189,1,73
203289,They would have loved to have said we colluded because if I were in their shoes I would see it as the holy grail to start proceedings to get rid of me.,if I were in their shoes,I would see it as the holy grail to start proceedings to get rid of me,55,78,80,149
203290,"If not for the quotas being filled first-come, first-served, the exporters would not have had a chance to get in quickly.","If not for the quotas being filled first-come, first-served",the exporters would not have had a chance to get in quickly,0,58,61,119
203291,It would have been great to have had daily check-ins with my care team via mobile phone or computer to let them know what I was experiencing that day.,It would have been great to have had daily check-ins with my care team via mobile phone or computer to let them know what I was experiencing that day,{},0,148,-1,-1
203292,"Next are the naysayers, who either voted no (the French and the Dutch), or who almost certainly would have done had they been given the chance (the British, plus the intermittently sceptical Czechs).",had they been given the chance,"Next are the naysayers, who either voted no (the French and the Dutch), or who almost certainly would have done",112,141,0,110
203293,"And we're probably all familiar with ""buyer's remorse""-the regret felt after making a purchase-usually a large one-or several purchases that, a) we can't afford, or b) regret for other reasons such as realizing we might have gotten a better deal if we had waited.",if we had waited,we might have gotten a better deal,246,261,211,244
203294,"""Most say they wish they'd done it 10 years sooner."" She explained that the overwhelming majority of patients who undergo bariatric surgery have spent many years trying - and failing - to lose weight and keep it off.",Most say they wish they'd done it 10 years sooner,{},1,49,-1,-1
203295,"If it hadn't been for World War II and the war effort, when the government said, ""Hey, this is a national priority, so you guys join forces and do it,"" we might have witnessed a case of collective industry failure.",If it hadn't been for World War II and the war effort,we might have witnessed a case of collective industry failure,0,52,152,212
203296,"""Even if we were agreed on the money, I would not be confidently stating that we're going to get a bill,"" Smith said.",Even if we were agreed on the money,I would not be confidently stating that we're going to get a bill,1,35,38,102
203297,"Star speakers such as Condoleezza Rice, a former secretary of state, stressed American exceptionalism and suggested that the country could still be great if only it were properly led.",if only it were properly led,the country could still be great,154,181,121,152
203298,"Though probably intended to help Mr. Trump, this finding undermines one of his primary defenses; if there had been a ""deep state"" plot to stop Mr. Trump, wouldn't the leaks have begun in earnest before Americans voted?.","if there had been a ""deep state"" plot to stop Mr. Trump",wouldn't the leaks have begun in earnest before Americans voted,97,151,154,216
203299,"When I was a kid if someone told me or my peers ""you should kill yourself"" (a common refrain these days), we would have laughed at them.","if someone told me or my peers ""you should kill yourself""",we would have laughed at them,17,73,106,134
203300,"And yet, had this guy bought Krispy Kreme in 2000, he'd have doubled to tripled his money, in a time that the stock market has done far, far worse.",had this guy bought Krispy Kreme in 2000,he'd have doubled to tripled his money,9,48,51,88
203301,"""If there were no, or minimal, harms like a safe one-time vaccination, it would be a no-brainer,"" Dr. Alderman said.","If there were no, or minimal, harms like a safe one-time vaccination",it would be a no-brainer,1,68,71,94
203302,"Had Trump turned against them months ago - or had his poll numbers dipped then as they have now - extricating themselves from the dumpster fire might have been painful, but it was possible.",Had Trump turned against them months ago - or had his poll numbers dipped then as they have now,"extricating themselves from the dumpster fire might have been painful, but it was possible",0,94,98,187
203303,"If investors could forecast future economic growth, then Goldman would be right: superior returns would be achieved.",If investors could forecast future economic growth,Goldman would be right,0,49,57,78
203304,"Often, when I was sat next to doctors at social events, I would ask them if they thought my mother would develop Alzheimer's based on the facts I presented to them, assuming the world always worked as intended.",assuming the world always worked as intended,if they thought my mother would develop Alzheimer's based on the facts I presented to them,165,208,73,162
203305,"In a scenario where the U.S. implements a 10 percent levy on imports and the rest of the world retaliates, analysis by Bloomberg Economics published Monday says the global economy would be 0.5 percent smaller by 2020 than it would have been without tariffs.",the global economy would be 0.5 percent smaller by 2020 than it would have been without tariffs,{},161,255,-1,-1
203306,"I wish there were, because so many Americans - friends, neighbors, family members - are desperately looking for work.",I wish there were,"because so many Americans - friends, neighbors, family members - are desperately looking for work",0,16,19,115
203307,"During 2018, the Corporation expensed $3.9 million of transaction diligence costs that would have been capitalized under the previous accounting policy.",the Corporation expensed $3.9 million of transaction diligence costs that would have been capitalized under the previous accounting policy,{},13,150,-1,-1
203308,"""For instance, in this case, the two individuals could have sought administrative relief rather than suing the state in federal court, he says.""",the two individuals could have sought administrative relief rather than suing the state in federal court,{},29,132,-1,-1
203309,"If Republicans were like Democrats, the Senate would have confirmed Loretta Lynch, President Obama's choice to replace Eric Holder as the attorney general, in just 53 days.",If Republicans were like Democrats,the Senate would have confirmed Loretta Lynch,0,33,36,80
